,price,freight_value,review_score,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,Volume,review_comment_message,message_clean,new_seller_id,product_category_name
0,0.011754411107345486,0.003350286356123141,0.0004898079468016287,0.00460419469993531,0.18544128865909665,9.796158936032575e-05,0.5926676156299707,0.001959231787206515,0.001959231787206515,0.001959231787206515,0.783692714882606,Quero o cartão de crédito das Lojas lannister! Minha satisfação é Plena! ,quer cart crédit loj lannist satisf plen,20,ferramentas_jardim
1,0.002732211330166094,0.0008431433401684431,0.00035575668361537686,0.0029172048056460903,0.05613840467450647,7.115133672307536e-05,0.0675937698869216,0.0014230267344615074,0.002490296785307638,0.0014230267344615074,0.9961187141230552,Potente e grande. ,potent grand,0,moveis_decoracao
2,0.004404938132092734,0.0017143781224452964,0.000661071255441631,0.010577140087066096,0.12670532395964593,0.00022035708514721032,0.02203570851472103,0.004407141702944206,0.003305356277208155,0.003305356277208155,0.9916068831624465,Tudo em ordem.,tud ord,21,beleza_saude
3,0.006603439162289897,0.0015387996082460804,0.00018025766594057953,0.0031845520982835716,0.014180269720658922,0.00012017177729371969,0.11866963007754819,0.0024635214345212534,0.000781116552409178,0.001862662548052655,0.9927991381120652,O prazo de entrega é muito longo,praz entreg long,9,cama_mesa_banho
4,0.0018448799540318644,0.0003615736946945166,1.423518483049278e-05,0.000583642578050204,0.0021922184638958884,1.423518483049278e-05,0.03701148055928123,0.0005694073932197112,0.0006405833173721751,0.0005551722083892185,0.9993099751005932,mais ou menos o produto veio faltando uma peca,menos produt vei falt pec,15,moveis_escritorio
5,0.022498252415872003,0.00409763703851697,0.0002500083611053673,0.014750493305216671,0.12300411366384072,0.0007500250833161019,0.06250209027634182,0.005500183944318081,0.002500083611053673,0.004500150499896612,0.9900331099772545,Nao gostei do produto pois veio com detalhes no acabamento e com sinais que ja foram uzados,nao gost produt poi vei detalh acab sinal ja uz,21,beleza_saude
6,0.010020027047983123,0.0007586862867146763,0.00017893544497987648,0.002039864072770592,0.022009059732524806,7.157417799195058e-05,0.14941109655819684,0.0011093997588752342,0.0011809739368671846,0.0009662514028913329,0.9884751851578336,como sempre amaricanas é impecavel no atendimento na venda e na entrega,sempr amaric impeca atend vend entreg,7,esporte_lazer
7,0.02567622282517405,0.0038985588605520106,0.001142434830930992,0.016565305048499384,0.05369443705375663,0.000285608707732748,0.47125436775903423,0.012566783140240912,0.000571217415465496,0.009996304770646182,0.8796748198168639,"Super recomendo, é exatamente como pensei, chegou com 9 dias antes. Parabéns baratheon.",sup recom exat pens cheg 9 dia ant parabém baratheon,25,cama_mesa_banho
8,0.0015534487765738335,0.0002961871027961956,2.1907330088476005e-05,0.0012706251451316084,0.00630931106548109,6.572199026542801e-05,0.026288796106171207,0.0008543858734505642,0.0006572199026542801,0.0008543858734505642,0.9996314719371601,Comprei um KiT de 3 Almofadas Azul Mandala e recebi um outro com almofadas diferentes (inclusive as cores) Nâo sei lidar com INCOMPETÊNCIA!!!!,compr kit 3 almof azul mandal receb outr almof difer inclusiv cor nâo sei lid incompet,22,moveis_decoracao
9,0.03255383791146203,0.004607325530292803,0.0005744794925552124,0.006702260746477478,0.09842748639112639,0.0003829863283701416,0.8306973462348372,0.0032553837911462034,0.0022979179702208494,0.0026809042985909914,0.5469044769125622,O prazo para entrega é muito longo.,praz entreg long,8,relogios_presentes
